"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-05-27","0.00",,"58","68","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-05-28","0.02",,"55","65",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-05-29","0.11",,"53","62","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-05-30","0.22",,"54","60","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-05-31","0.59",,"57","63","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-01","0.00",,"61","70","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-02","0.00",,"58","67","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-03","0.00",,"56","65","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-04","0.00",,"58","68","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-05","0.00",,"65","78","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-06","0.00",,"70","83","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-07","0.00",,"74","84","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-08","0.00",,"69","81","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-09","0.17",,"57","73","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-10","0.06",,"60","69","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-11","0.00",,"63","71","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-12","0.00",,"66","71","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-13","0.01",,"60","71",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-14","0.24",,"61","70","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-15","0.00",,"62","67","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-16","0.00",,"66","76","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-17","0.00",,"68","81","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-18","0.91",,"75","85","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-19","0.06",,"69","84","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-20","0.45",,"66","75",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-21","0.43",,"63","69","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-22","0.00",,"62","67","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-23","0.00",,"59","65",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-24","0.07",,"58","63",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-25","0.00",,"59","66","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-26","0.00",,"61","69","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-27","0.00",,"62","69","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-28","0.09",,"60","66","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-29","0.02",,"63","70","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-06-30","0.01",,"67","78","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-01","0.00",,"67","76","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-02","0.00",,"70","78","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-03","0.02",,"62","75",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-04","0.03",,"63","70","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-05","0.01",,"68","79","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-06","0.00",,"72","83","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-07","0.00",,"76","85","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-08","0.00",,"75","85","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-09","0.00",,"75","85","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-10","0.00",,"71","81","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-11","0.00",,"64","77","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-12","0.00",,"66","77","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-13","0.00",,"66","76","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-14","0.00",,"73","85","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-15","0.00",,"77","86","66"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-16","0.00",,"76","85","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-17","0.00",,"77","87","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-18","0.00",,"76","86","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-19","0.00",,"78","89","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-20","0.00",,"78","89","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-21","0.00",,"81","94","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-22","0.00",,"83","95","74"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-23","0.00",,"78","91","69"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-24","0.57",,"74","84","66"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-25","0.06",,"78","87","68"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-26","0.20",,"77","86","68"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-27","0.79",,"77","88","66"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-28","0.00",,"70","84",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-29","0.20",,"69","80","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-30","0.00",,"69","76","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-07-31","0.00",,"73","83","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-01","0.00",,"82","96","66"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-02","0.00",,"81","93","71"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-03","0.00",,"72","86","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-04","0.00",,"73","83","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-05","0.00",,"75","88","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-06","0.01",,"70","81","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-07","0.28",,"66","74","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-08","0.26",,"67","77","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-09","0.00",,"69","77","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-10","0.00",,"65","74","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-11","0.00",,"66","75","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-12","0.00",,"67","73",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-13","0.00",,"63","71","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-14","0.00",,"66","76","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-15","0.00",,"71","82","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-16","0.00",,"74","86","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-17","0.00",,"72","82","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-18","0.01",,"70","79",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-19","0.06",,"67","74","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-20","0.00",,"67","78","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-21","0.00",,"70","81","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-22","0.00",,"73",,"63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-23","0.00",,"74","87","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-24","0.00",,"67","81",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-25","0.48",,"56","67","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-26","0.35",,"64","76","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-27","0.01",,"62","69","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-28","0.00",,"70","76","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-29","0.00",,"67","76","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-30","0.01",,"67","76","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-08-31","0.00",,"67","75",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-01","0.00",,"62","71","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-02","0.00",,"65","75","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-03","0.00",,"69","82","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-04","0.00",,"75","89","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-05","0.00",,"77","91","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-06","0.08",,"67","83","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-07","0.00",,"63","71","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-08","0.00",,"64","73","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-10","0.79",,"58","64","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-11","0.00",,"57","61","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-12","0.01",,"58","63","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-13","0.00",,"61","67","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-14","0.19",,"58","66",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-15","0.36",,"59","65","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-16","0.06",,"55","62",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-17","0.10",,"56",,"49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-18","0.13",,"60","65",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-19","0.15",,"57","63","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-20","0.00",,"62","69",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-21","0.00",,"62","71","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-22","0.00",,"65","69","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-23","0.00",,"66","76","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-24","0.00",,"64","77","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-25","0.00",,"67","78","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-26","0.00",,"67","73",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-27","0.00",,"66","76","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-28","0.01",,"66","73","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-29","0.02",,"64","73","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-09-30","0.06",,"62","66","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-01","0.00",,"62","68",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-02","0.00",,"64","74","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-03","0.00",,"66","75","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-04","0.37",,"65","71","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-05","0.00",,"63","66",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-06","0.00",,"61","68","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-07","0.00",,"61","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-08","0.00",,"61","67","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-09","0.00",,"60","64",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-10","0.13",,"51","59","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-11","0.02",,"49","52","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-12","0.02",,"49","55","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-13","0.00",,"49","56","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-14","0.00",,"53","60","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-15","0.01",,"54","60",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-16","0.00",,"53","60","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-17","0.20",,"57","66","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-18","0.00",,"54","62","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-19","0.00",,"59","68","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-20","0.04",,"60","66","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-21","0.32",,"61","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-22","0.00",,"63","74","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-23","0.02",,"63","69",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-24","0.00",,"58","63","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-25","0.03",,"61","67","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-26","0.09",,"62","70",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-27","0.09",,"59","63","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-28","0.31",,"58","63",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-29","0.03",,"51","60",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-30","0.00",,"49","59","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-10-31","0.00",,"49","59","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-01","0.02",,"49","55","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-02","0.49",,"56","61","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-03","0.08",,"51","58","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-04","0.22",,"51","57",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-05","0.03",,"47","56","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-06","0.07",,"57","62","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-07","0.01",,"58","63",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-08","0.28",,"53","60",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-09","0.13",,"47","53","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-10","0.96",,"47","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-11","0.01",,"44","52","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-12","0.00",,"48",,"46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-13","0.04",,"47","53",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-14","0.01",,"44","50","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-15","0.13",,"46","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-16","0.00",,"39","47","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-17","0.00",,"41","43","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-18","0.00",,"42","44",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-19","0.00",,"43","47","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-20","0.00",,"39","43","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-21","0.23",,"38","40","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-22","0.02",,"40","42","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-23","0.00",,"43","45","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-24","0.00",,"43","47","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-25","0.00",,"44","47","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-26","0.00",,"43","45","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-27","0.00",,"43","46",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-28","0.00",,"41",,"35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-29","0.00",,"47","50","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-11-30","0.05",,"45","49","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-01","0.00",,"44","47","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-02","0.00",,"44","49",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-03","0.00",,"40","46","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-04","0.00",,"43","48","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-05","0.00",,"45",,"43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-06","0.01",,"45","48",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-07","0.00",,"45","49","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-08","0.01",,"45","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-09","0.00",,"39","48","33"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-10","0.00",,"37","46","32"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-11","0.02",,"36","43","31"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-12","0.00",,"34","40","29"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-13","0.01",,"36",,"29"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-14","0.07",,"45","52","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-15","0.00",,"44","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-16","0.00",,"44","52","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-17","0.00",,"45","51","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-18","0.00",,"48",,"46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-19","0.19",,"46","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-20","0.06",,"43","50","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-21","0.00",,"42","45","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-22","0.02",,"48","51","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-23","0.04",,"49","54","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-24","0.04",,"51","53",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-25","0.21",,"46","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-26","0.11",,"44","49","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-27","0.02",,"50","56","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-28","0.17",,"47","54",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-29","0.00",,"43","48",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-30","0.00",,"41","45","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2013-12-31","0.06",,"45","49","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-01","0.10",,"48","51","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-02","0.09",,"50","53","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-03","0.08",,"52","57",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-04","0.01",,"49","55",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-05","0.09",,"45","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-06","0.00",,"54","56","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-07","0.00",,"52","56","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-08","0.00",,"52","57","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-09","0.02",,"51","55",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-10","0.02",,"43","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-11","0.00",,"44","49",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-12","0.00",,"40","44","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-13","0.00",,"46","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-14","0.03",,"42","47",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-15","0.02",,"43",,"38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-16","0.09",,"47","50",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-17","0.15",,"47","54","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-18","0.03",,"45","52","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-19","0.04",,"46","49","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-20","0.00",,"44","46",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-21","0.05",,"38","46","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-22","0.00",,"38","41","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-23","0.09",,"44","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-24","0.07",,"43","46",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-25","0.00",,"42",,"38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-26","0.02",,"45","51","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-27","0.13",,"41","51",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-28","0.00",,"41","45","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-29","0.21",,"40","44","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-30","0.04",,"42","45","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-01-31","0.01",,"42","48","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-01","0.34",,"45","49",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-02","0.15",,"42","50","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-03","0.00",,"41","48","34"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-04","0.00",,"45","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-05","0.10",,"46","50","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-06","0.04",,"47",,"42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-07","0.13",,"50","56",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-08","0.05",,"46","50","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-09","0.08",,"44","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-10","0.00",,"44","49","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-11","0.00",,"43","47","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-12","0.04",,"43","49","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-13","0.14",,"44","48",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-14","0.22",,"46",,"38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-15","0.08",,"50","57",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-16","0.00",,"46","52","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-17","0.00",,"45","53","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-18","0.00",,"45","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-19","0.01",,"49","53","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-20","0.01",,"49","53","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-21","0.17",,"46","52",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-22","0.05",,"44","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-23","0.14",,"48","56","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-24","0.00",,"50","58","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-25","0.00",,"49","55",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-26","0.11",,"46","53","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-27","0.00",,"43","51","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-02-28","0.52",,"44","51","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-01","0.09",,"43","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-02","0.02",,"43","52","33"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-03","0.20",,"44","49","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-04","0.06",,"46","54","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-05","0.00",,"48","56","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-06","0.00",,"49","58","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-07","0.00",,"50","62","39"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-08","0.00",,"54","65","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-09","0.00",,"56","71","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2014-03-10","0.00",,"57","69","48"
