"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-17","0.00",,"46","60",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-18","0.00",,"49","55","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-19","0.17",,"46","53",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-20","0.00",,"47","57","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-21","0.00",,"50","60","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-22","0.00",,"54","64","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-23","0.00",,"56","67","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-24","0.00",,"58","69","47"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-25","0.00",,"59","71","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-26","0.00",,"58","67",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-27","0.19",,"55","62","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-28","0.00",,"55","64","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-29","0.00",,"53","63","45"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-30","0.04",,"52","59","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-03-31","0.20",,"57","62","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-01","0.04",,"56","60",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-02","0.01",,"62","76","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-03","0.16",,"53","70","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-04","0.05",,"52","59","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-05","0.00",,"55","67","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-06","0.00",,"63","76","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-07","0.00",,"66","76","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-08","0.00",,"63","71","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-09","0.00",,"62","74","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-10","0.00",,"66","80","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-11","0.00",,"62","75","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-12","0.00",,"51","64","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-13","0.00",,"52","58","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-14","0.00",,"54","60","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-15","0.00",,"55","62","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-16","0.00",,"56","65","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-17","0.00",,"57","67","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-18","0.00",,"62","74","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-19","0.00",,"66","78","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-20","0.00",,"67","78","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-21","0.00",,"66","76","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-22","0.00",,"67","78","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-23","0.00",,"68","81","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-24","0.07",,"68","78","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-25","0.00",,"67","78","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-26","0.00",,"63","74","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-27","0.00",,"58","69",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-28","0.00",,"51","61","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-29","0.02",,"56","64","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-04-30","0.05",,"61","74","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-01","0.02",,"65","75","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-02","0.00",,"61","69",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-03","0.02",,"55","65","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-04","0.00",,"58","69","45"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-05","0.00",,"61","72","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-06","0.00",,"67","80","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-07","0.00",,"63","74","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-09",,,"70","79","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-10","0.00",,"68","76","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-11","0.00",,"64","74","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-12","0.00",,"59","69","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-13","0.00",,"61","72","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-14","0.00",,"57","70","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-15","0.00",,"56","63","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-16","0.03",,"59","66","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-17","0.00",,"62","72","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-18","0.00",,"66","79","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-19","0.00",,"64","76","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-20","0.00",,"64","74",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-21","0.00",,"66","78","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-22","0.00",,"65","76",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-23","0.00",,"67","81","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-24","0.00",,"61","79","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-25","0.00",,"64","78","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-26","0.00",,"61","76","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-27","0.00",,"57","63","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-28","0.00",,"62","72","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-29","0.00",,"67","81","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-30","0.00",,"70","85","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-05-31","0.03",,"58","76","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-01","0.00",,"61","72","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-02","0.00",,"67","79","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-03","0.00",,"72","83","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-04","0.00",,"75","87",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-05","0.33",,"70","83",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-06","0.89",,"62","75","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-07","0.00",,"60","63","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-08","0.26",,"60","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-09","0.00",,"60","67","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-10","0.00",,"58","66",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-11","0.02",,"57","64","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-12","0.00",,"60","70","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-13","0.07",,"65","76","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-14","0.23",,"68","74","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-15","0.01",,"69","75","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-16","0.01",,"66","72",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-17","0.00",,"62","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-18","0.10",,"59","66","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-19","0.04",,"60","65","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-20","0.28",,"64","72","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-21","0.24",,"65","73","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-22","0.02",,"64","72","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-23","0.00",,"61","69","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-24","0.00",,"61","69","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-25","0.00",,"69","80","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-26","0.00",,"76","88","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-27","0.00",,"83","98","67"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-28","0.04",,"79","94",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-29","0.06",,"66","79",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-06-30","0.00",,"63","73","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-01","0.02",,"64","74","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-02","0.00",,"64","72","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-03","0.00",,"66","76","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-04","0.00",,"70","82","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-05","0.00",,"74","89","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-06","0.01",,"67","82","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-07","0.00",,"65","76","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-08","0.00",,"66","76","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-09","0.02",,"65","71","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-10","0.00",,"67","75","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-11","0.00",,"71","83","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-12","0.00",,"67","81","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-13","0.23",,"62","69","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-14","0.02",,"63","73","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-15","0.00",,"69","81","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-16","0.00",,"65","79",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-17","0.77",,"61","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-18","0.01",,"61","69","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-19","0.11",,"58","66","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-20","0.97",,"60","65","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-21","0.09",,"62","70","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-22","0.02",,"63","72",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-23","0.12",,"60","68","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-24","0.13",,"62","71","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-25","0.01",,"67","77","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-26","0.00",,"66","75","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-27","0.01",,"62","70","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-28","0.02",,"65","72","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-29","0.00",,"65","74","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-30","0.00",,"65","74","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-07-31","0.00",,"66","78","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-01","0.00",,"70","81","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-02","0.00",,"73","84","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-03","0.39",,"71","82","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-04","0.02",,"69","80","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-05","0.31",,"68","78","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-06","0.89",,"65","71",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-07","0.15",,"62","71","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-08","0.23",,"61","70","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-09","0.11",,"62","67","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-10","0.00",,"65","75","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-11","0.00",,"69","78","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-12","0.00",,"69","76","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-13","0.02",,"68","75","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-14","0.17",,"67","73","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-15","0.00",,"66","75","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-16","0.00",,"71","81","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-17","0.00",,"71","82","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-18","0.00",,"71","78","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-19","0.00",,"70","79","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-20","0.00",,"75","87","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-21","0.06",,"80","92",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-22","0.01",,"72","86","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-23","0.01",,"72","81","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-24","0.00",,"68","76","61"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-25","0.00",,"71","78","64"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-26","0.52",,"62","73",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-27","0.10",,"60","69","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-28","0.27",,"61","67","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-29","0.00",,"60","69","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-30","0.00",,"60","71","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-08-31","0.00",,"64","73","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-01","0.01",,"69","81","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-02","0.00",,"74","85","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-03","0.00",,"74","89","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-04","0.57",,"66","74",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-05","0.06",,"62","70","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-06","0.00",,"64","71","55"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-07","0.02",,"62","69","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-08","0.00",,"62","67","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-09","0.03",,"71","78","65"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-10","0.00",,"74","89","63"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-11","0.00",,"63","79","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-12","0.31",,"66","74","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-13","0.00",,"65","71",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-14","0.00",,"59","68","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-15","0.00",,"62","71","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-16","0.00",,"64","78","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-17","0.00",,"61","73",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-18","0.24",,"56","64","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-19","0.02",,"59","67","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-20","0.01",,"62","67","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-21","0.00",,"65","68","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-22",,,"62","68","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-23","0.00",,"59",,"52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-24",,,"64","74","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-25","0.00",,"67","78","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-26","0.00",,"69","79","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-27","0.00",,"69","78","62"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-28","0.00",,"71","83","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-29","0.00",,"70","83","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-09-30","0.00",,"70","85","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-01","0.00",,"71","84","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-02","0.00",,"70","82","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-03","0.00",,"69","82","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-04","0.00",,"66","74","60"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-05","0.00",,"64","68","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-06","0.00",,"60","67",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-07","0.05",,"54","59","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-08","0.03",,"54","57","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-09","0.02",,"60","63","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-10","0.19",,"62","65","59"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-11","0.00",,"61","64",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-12","0.00",,"60","63","58"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-13","0.00",,"61","67",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-14","0.01",,"54","62",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-15","0.00",,"51","62","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-16","0.00",,"53","64","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-17","0.00",,"56","64","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-18","0.00",,"53","61",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-19","0.34",,"49","56",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-20","0.03",,"47","54",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-21","0.00",,"45","55","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-22","0.00",,"43","53","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-23","0.00",,"52","65","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-24","0.00",,"55","64","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-25","0.28",,"55","62",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-26","0.23",,"53",,
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-27","0.00",,"55","63","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-28","0.00",,"59","63","54"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-29","0.00",,"60","63","57"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-30","0.01",,"57","60","52"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-10-31","0.00",,"55","64","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-01","0.00",,"52","57",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-02","0.21",,"56","63","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-03","0.00",,"60","64",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-04","0.44",,"58","64","53"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-05","0.49",,"58","63","56"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-06","0.00",,"57","59",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-07","0.00",,"52","56",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-08","0.04",,"50","52","49"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-09","0.06",,"55","62","51"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-10","0.00",,"50","57",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-11","0.00",,"48","49","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-12","0.00",,"53","62","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-13","0.00",,"50","59",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-14","0.00",,"47","57","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-15","0.00",,"41","47","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-16","0.00",,"39","42","36"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-17","0.00",,"50","56","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-18","0.00",,"50","56","45"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-19","0.00",,"48","56","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-20","0.00",,"48","56","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-21","0.00",,"49","55","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-22","0.00",,"51","59","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-23","0.00",,"52","58","48"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-24","0.00",,"49","54",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-25","0.00",,"46","50","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-26","0.00",,"44","49","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-27","0.00",,"51","57","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-28","0.00",,"46","54","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-29","0.00",,"46",,"41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-11-30","0.02",,"47","54",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-01","0.00",,"52","56","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-02","0.04",,"49","56",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-03","0.02",,"50","54","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-04","0.17",,"53","56",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-05","0.30",,"45","55","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-06","0.04",,"45","49","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-07","0.02",,"49","54","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-08","0.03",,"48",,"42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-09","0.05",,"48","53","46"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-10","0.09",,"44","48",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-11","0.00",,"40",,"34"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-12","0.18",,"46","50","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-13","0.04",,"49","54","44"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-14","0.63",,"46","49",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-15","0.00",,"44","48","41"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-16","0.85",,"47","56","40"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-17","0.30",,"40","46","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-18","0.02",,"39","42","37"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-19","0.03",,"37",,"32"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-20","0.17",,"47","50","38"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-21","0.17",,"48","53","43"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-22","0.09",,"52","54","50"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-23","0.00",,"49","52",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-24","0.09",,"44","49",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-25","0.00",,"47","51","42"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-26","0.00",,"48","55",
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-27","0.00",,"38","46","35"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-28","0.00",,"40",,"33"
"FR000007150","PARIS 14E PARC MONTSOURIS, FR","2011-12-29","0.00",,"44",,"41"
